CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster,Churned
11997,62,23,3704.5099999999998,1,3,3,7,At-Risk,1,0
11998,79,25,3470.19,1,3,2,6,At-Risk,1,0
11999,22,27,4321.38,3,4,4,11,Loyal Customers,0,0
12000,65,24,3903.58,1,3,3,7,At-Risk,1,0
12001,37,34,6163.17,2,5,5,12,At-Risk,5,0
12002,43,21,3087.96,2,2,2,6,Hibernating,2,0
12003,14,24,3196.66,4,3,2,9,Loyal Customers,3,0
12004,57,26,4462.69,1,4,4,9,At-Risk,1,0
12005,2,22,4353.06,5,2,4,11,New Customers,3,0
12006,162,26,4186.74,1,4,4,9,At-Risk,4,1
12007,26,19,4085.8,3,1,4,8,Potential Loyalists,3,0
12008,64,31,4016.51,1,5,3,9,At-Risk,1,0
12009,14,27,3598.1000000000004,4,4,3,11,Champions,0,0
12010,3,23,4084.19,5,3,4,12,Loyal Customers,3,0
12011,27,21,3392.1800000000003,3,2,2,7,Potential Loyalists,3,0
12012,2,30,3273.77,5,5,2,12,Champions,0,0
12013,33,36,5874.4400000000005,2,5,5,12,At-Risk,5,0
12014,5,22,3431.5,5,2,2,9,New Customers,3,0
12015,4,21,3628.53,5,2,3,10,New Customers,3,0
12016,61,25,3113.62,1,3,2,6,At-Risk,1,0
12017,11,23,4426.58,4,3,4,11,Loyal Customers,0,0
12018,19,24,3616.44,3,3,3,9,Loyal Customers,3,0
12019,2,25,4241.15,5,3,4,12,Loyal Customers,0,0
12020,74,27,3882.53,1,4,3,8,At-Risk,1,0
12021,111,27,4301.6900000000005,1,4,4,9,At-Risk,1,1
12022,24,19,3263.96,3,1,2,6,Potential Loyalists,3,0
12023,27,26,4191.9800000000005,3,4,4,11,Loyal Customers,0,0
12024,16,27,4140.21,4,4,4,12,Champions,0,0
12025,22,24,3688.31,3,3,3,9,Loyal Customers,3,0
12026,12,23,2537.57,4,3,1,8,Loyal Customers,3,0
12027,28,30,4397.64,3,5,4,12,Loyal Customers,0,0
12028,2,24,3484.82,5,3,2,10,Loyal Customers,3,0
12029,34,23,4456.25,2,3,4,9,At-Risk,0,0
12030,7,22,2964.62,5,2,2,9,New Customers,3,0
12031,83,30,4494.5,1,5,4,10,At-Risk,1,0
12032,47,27,5238.96,2,4,5,11,At-Risk,0,0
12033,8,31,4949.8099999999995,5,5,5,15,Champions,5,0
12034,14,27,3608.59,4,4,3,11,Champions,0,0
12035,4,21,3597.17,5,2,3,10,New Customers,3,0
12036,3,28,4554.45,5,4,4,13,Champions,0,0
12037,29,21,3921.95,3,2,3,8,Potential Loyalists,3,0
12038,15,18,2539.6,4,1,1,6,New Customers,2,0
12039,15,20,3573.29,4,1,3,8,New Customers,3,0
12040,34,24,4180.07,2,3,4,9,At-Risk,0,0
12041,20,32,6011.92,3,5,5,13,Loyal Customers,5,0
12042,28,27,5085.599999999999,3,4,5,12,Loyal Customers,0,0
12043,24,27,3359.13,3,4,2,9,Loyal Customers,0,0
12044,26,27,4279.75,3,4,4,11,Loyal Customers,0,0
12045,10,28,4636.06,4,4,4,12,Champions,0,0
12046,6,22,3353.8,5,2,2,9,New Customers,3,0
12047,22,28,4918.02,3,4,5,12,Loyal Customers,0,0
12048,219,14,2297.37,1,1,1,3,Hibernating,4,1
12049,14,22,4843.03,4,2,5,11,New Customers,0,0
12050,37,25,3804.6600000000003,2,3,3,8,At-Risk,1,0
12051,7,19,4070.8499999999995,5,1,4,10,New Customers,3,0
12052,89,25,4237.16,1,3,4,8,At-Risk,1,0
12053,6,30,4396.69,5,5,4,14,Champions,0,0
12054,36,23,3475.1,2,3,2,7,At-Risk,3,0
12055,6,23,2664.05,5,3,1,9,Loyal Customers,3,0
12056,1,24,3578.72,5,3,3,11,Loyal Customers,3,0
12057,19,22,3393.4,3,2,2,7,Potential Loyalists,3,0
12058,48,16,2015.0500000000002,2,1,1,4,Hibernating,2,0
12059,24,25,3294.38,3,3,2,8,Loyal Customers,3,0
12060,26,23,3036.0,3,3,2,8,Loyal Customers,3,0
12061,28,30,5100.36,3,5,5,13,Loyal Customers,5,0
12062,41,21,5627.07,2,2,5,9,Hibernating,0,0
12063,6,33,6011.38,5,5,5,15,Champions,5,0
12064,46,21,2839.19,2,2,1,5,Hibernating,2,0
12065,3,22,3675.69,5,2,3,10,New Customers,3,0
12066,26,25,4080.33,3,3,4,10,Loyal Customers,0,0
12067,1,25,4339.18,5,3,4,12,Loyal Customers,0,0
12068,8,25,4126.74,5,3,4,12,Loyal Customers,0,0
12069,1,33,5123.3,5,5,5,15,Champions,5,0
12070,18,22,3825.9900000000002,3,2,3,8,Potential Loyalists,3,0
12071,107,21,4513.86,1,2,4,7,Hibernating,4,1
12072,8,24,3844.29,5,3,3,11,Loyal Customers,3,0
12073,17,27,5879.64,4,4,5,13,Champions,5,0
12074,9,22,2980.1699999999996,4,2,2,8,New Customers,3,0
12075,74,17,2906.2,1,1,1,3,Hibernating,2,0
12076,15,28,4946.52,4,4,5,13,Champions,0,0
12077,45,35,6081.7,2,5,5,12,At-Risk,5,0
12078,16,25,3649.5299999999997,4,3,3,10,Loyal Customers,3,0
12079,3,26,4359.93,5,4,4,13,Champions,0,0
12080,4,26,4108.39,5,4,4,13,Champions,0,0
12081,21,20,3651.69,3,1,3,7,Potential Loyalists,3,0
12082,41,15,2458.07,2,1,1,4,Hibernating,2,0
12083,5,30,4038.81,5,5,3,13,Champions,0,0
12084,10,16,2175.92,4,1,1,6,New Customers,2,0
12085,4,21,3331.79,5,2,2,9,New Customers,3,0
12086,87,14,2343.6899999999996,1,1,1,3,Hibernating,4,0
12087,34,25,4571.46,2,3,4,9,At-Risk,0,0
12088,1,23,3277.34,5,3,2,10,Loyal Customers,3,0
12089,67,23,3583.96,1,3,3,7,At-Risk,1,0
12090,38,23,4211.51,2,3,4,9,At-Risk,1,0
12091,7,19,5011.95,5,1,5,11,New Customers,3,0
12092,17,21,3176.4100000000003,4,2,2,8,New Customers,3,0
12093,44,21,3277.68,2,2,2,6,Hibernating,2,0
12094,18,27,4089.72,3,4,4,11,Loyal Customers,0,0
12095,23,21,3086.12,3,2,2,7,Potential Loyalists,3,0
12096,12,30,4742.42,4,5,4,13,Champions,0,0
12097,109,25,3327.0699999999997,1,3,2,6,At-Risk,4,1
12098,20,23,4287.37,3,3,4,10,Loyal Customers,0,0
12099,12,30,5216.43,4,5,5,14,Champions,5,0
12100,11,23,2628.4,4,3,1,8,Loyal Customers,3,0
12101,13,30,3722.9100000000003,4,5,3,12,Champions,0,0
12102,38,27,3617.85,2,4,3,9,At-Risk,1,0
12103,31,27,2676.19,2,4,1,7,At-Risk,3,0
12104,10,34,5307.55,4,5,5,14,Champions,5,0
12105,6,22,3384.37,5,2,2,9,New Customers,3,0
12106,8,22,3436.64,5,2,2,9,New Customers,3,0
12107,15,21,3038.73,4,2,2,8,New Customers,3,0
12108,34,21,3849.84,2,2,3,7,Hibernating,3,0
12109,58,25,4993.99,1,3,5,9,At-Risk,1,0
12110,54,25,4055.46,1,3,3,7,At-Risk,1,0
12111,117,20,2789.62,1,2,1,4,Hibernating,4,1
12112,30,24,5141.98,2,3,5,10,At-Risk,0,0
12113,19,25,4544.28,3,3,4,10,Loyal Customers,0,0
12114,29,24,4909.89,3,3,5,11,Loyal Customers,0,0
12115,5,20,3245.16,5,2,2,9,New Customers,3,0
12116,36,33,3783.38,2,5,3,10,At-Risk,0,0
12117,4,31,5665.55,5,5,5,15,Champions,5,0
12118,8,23,4633.9,5,3,4,12,Loyal Customers,0,0
12119,7,21,3849.71,5,2,3,10,New Customers,3,0
12120,58,28,3067.79,1,4,2,7,At-Risk,1,0
12121,3,26,5145.84,5,4,5,14,Champions,0,0
12122,23,24,4407.15,3,3,4,10,Loyal Customers,0,0
12123,75,13,1428.25,1,1,1,3,Hibernating,2,0
12124,25,23,4190.22,3,3,4,10,Loyal Customers,3,0
12125,21,20,2689.8700000000003,3,2,1,6,Potential Loyalists,2,0
12126,5,34,4902.42,5,5,5,15,Champions,5,0
12127,48,19,3709.4,2,1,3,6,Hibernating,2,0
12128,65,24,4242.61,1,3,4,8,At-Risk,1,0
12129,2,28,4899.36,5,4,5,14,Champions,0,0
12130,27,17,3775.21,3,1,3,7,Potential Loyalists,2,0
12131,68,19,2313.55,1,1,1,3,Hibernating,2,0
12132,36,28,2957.4,2,4,2,8,At-Risk,1,0
12133,70,26,4138.15,1,4,4,9,At-Risk,1,0
12134,56,28,5308.93,1,4,5,10,At-Risk,1,0
12135,19,22,3053.65,3,2,2,7,Potential Loyalists,3,0
12136,10,24,3771.11,4,3,3,10,Loyal Customers,3,0
12137,31,22,2685.47,2,2,1,5,Hibernating,3,0
12138,67,33,4413.34,1,5,4,10,At-Risk,1,0
12139,40,25,3610.58,2,3,3,8,At-Risk,1,0
12140,80,21,2448.11,1,2,1,4,Hibernating,4,0
12141,23,19,2731.72,3,1,1,5,Potential Loyalists,2,0
12142,43,19,3638.54,2,1,3,6,Hibernating,2,0
12143,8,23,3334.21,5,3,2,10,Loyal Customers,3,0
12144,12,24,2425.06,4,3,1,8,Loyal Customers,3,0
12145,34,26,4900.8,2,4,5,11,At-Risk,0,0
12146,3,17,3460.4799999999996,5,1,2,8,New Customers,3,0
12147,36,24,2890.68,2,3,1,6,At-Risk,3,0
12148,6,29,3597.92,5,5,3,13,Champions,0,0
12149,11,19,3980.07,4,1,3,8,New Customers,3,0
12150,53,26,3528.73,1,4,2,7,At-Risk,1,0
12151,19,26,4461.65,3,4,4,11,Loyal Customers,0,0
12152,15,23,4547.62,4,3,4,11,Loyal Customers,0,0
12153,9,24,3568.1,4,3,3,10,Loyal Customers,3,0
12154,21,29,4247.56,3,5,4,12,Loyal Customers,0,0
12155,59,27,3735.52,1,4,3,8,At-Risk,1,0
12156,65,29,4609.99,1,5,4,10,At-Risk,1,0
12157,43,29,3957.69,2,5,3,10,At-Risk,1,0
12158,8,25,3586.06,5,3,3,11,Loyal Customers,3,0
12159,24,23,3093.31,3,3,2,8,Loyal Customers,3,0
12160,12,32,5177.849999999999,4,5,5,14,Champions,5,0
12161,8,19,2649.46,5,1,1,7,New Customers,2,0
12162,15,19,2757.97,4,1,1,6,New Customers,2,0
12163,50,19,1305.55,1,1,1,3,Hibernating,2,0
12164,26,27,3464.29,3,4,2,9,Loyal Customers,0,0
12165,7,29,4772.57,5,5,4,14,Champions,0,0
12166,14,29,5816.2,4,5,5,14,Champions,5,0
12167,4,24,5097.12,5,3,5,13,Loyal Customers,0,0
12168,18,27,4401.24,3,4,4,11,Loyal Customers,0,0
12169,11,26,3047.73,4,4,2,10,Champions,3,0
12170,54,14,1989.57,1,1,1,3,Hibernating,2,0
12171,18,14,2589.7200000000003,3,1,1,5,Potential Loyalists,2,0
12172,55,21,3148.7200000000003,1,2,2,5,Hibernating,1,0
12173,6,24,3093.02,5,3,2,10,Loyal Customers,3,0
12174,40,26,3118.84,2,4,2,8,At-Risk,1,0
12175,44,27,4708.96,2,4,4,10,At-Risk,0,0
12176,61,26,3442.71,1,4,2,7,At-Risk,1,0
12177,50,28,4377.5599999999995,1,4,4,9,At-Risk,1,0
12178,10,24,3391.47,4,3,2,9,Loyal Customers,3,0
12179,27,29,5023.97,3,5,5,13,Loyal Customers,0,0
12180,14,32,7699.22,4,5,5,14,Champions,5,0
12181,80,25,3475.51,1,3,2,6,At-Risk,1,0
12182,15,22,3643.81,4,2,3,9,New Customers,3,0
12183,16,28,4864.91,4,4,5,13,Champions,0,0
12184,24,25,5075.05,3,3,5,11,Loyal Customers,0,0
12185,51,33,4356.36,1,5,4,10,At-Risk,5,0
12186,12,23,4757.29,4,3,4,11,Loyal Customers,0,0
12187,77,24,5709.93,1,3,5,9,At-Risk,1,0
12188,6,28,4562.2,5,4,4,13,Champions,0,0
12189,38,27,2910.1,2,4,1,7,At-Risk,1,0
12190,5,21,3147.75,5,2,2,9,New Customers,3,0
12191,16,33,5031.91,4,5,5,14,Champions,5,0
12192,33,28,4452.0599999999995,2,4,4,10,At-Risk,0,0
12193,2,21,3330.46,5,2,2,9,New Customers,3,0
12194,10,26,3037.55,4,4,2,10,Champions,3,0
12195,15,20,3168.8199999999997,4,2,2,8,New Customers,3,0
12196,59,28,3295.24,1,4,2,7,At-Risk,1,0
12197,78,22,2448.38,1,2,1,4,Hibernating,4,0
12198,18,22,3703.3500000000004,3,2,3,8,Potential Loyalists,3,0
12199,22,30,4305.5,3,5,4,12,Loyal Customers,0,0
12200,117,18,2089.39,1,1,1,3,Hibernating,4,1
12201,137,17,2065.9,1,1,1,3,Hibernating,4,1
12202,139,20,2622.3,1,2,1,4,Hibernating,4,1
12203,2,30,5638.57,5,5,5,15,Champions,5,0
12204,13,30,5011.37,4,5,5,14,Champions,5,0
12205,22,27,3585.8,3,4,3,10,Loyal Customers,0,0
12206,2,26,4503.42,5,4,4,13,Champions,0,0
12207,38,22,3366.03,2,2,2,6,Hibernating,3,0
12208,1,24,3121.06,5,3,2,10,Loyal Customers,3,0
12209,5,24,4921.46,5,3,5,13,Loyal Customers,0,0
12210,60,27,3974.34,1,4,3,8,At-Risk,1,0
12211,18,24,4435.3,3,3,4,10,Loyal Customers,0,0
12212,20,25,5185.7,3,3,5,11,Loyal Customers,0,0
12213,64,22,3701.92,1,2,3,6,Hibernating,1,0
12214,4,31,5079.7,5,5,5,15,Champions,5,0
12215,31,27,4632.78,2,4,4,10,At-Risk,0,0
12216,47,27,5299.15,2,4,5,11,At-Risk,0,0
12217,6,27,4892.46,5,4,5,14,Champions,0,0
12218,2,25,3658.99,5,3,3,11,Loyal Customers,3,0
12219,55,28,4175.49,1,4,4,9,At-Risk,1,0
12220,28,21,3070.69,3,2,2,7,Potential Loyalists,3,0
12221,16,29,4642.33,4,5,4,13,Champions,0,0
12222,26,20,2362.74,3,2,1,6,Potential Loyalists,2,0
12223,19,29,4658.13,3,5,4,12,Loyal Customers,0,0
12224,51,20,1709.09,1,2,1,4,Hibernating,2,0
12225,11,28,5895.13,4,4,5,13,Champions,5,0
12226,99,20,3439.1800000000003,1,2,2,5,Hibernating,4,1
12227,41,22,5257.36,2,2,5,9,Hibernating,1,0
12228,33,28,3022.2400000000002,2,4,2,8,At-Risk,3,0
12229,9,25,3529.51,4,3,2,9,Loyal Customers,3,0
12230,36,31,7431.09,2,5,5,12,At-Risk,5,0
12231,28,26,4137.42,3,4,4,11,Loyal Customers,0,0
12232,20,19,3492.6,3,1,2,6,Potential Loyalists,3,0
12233,50,28,4943.91,1,4,5,10,At-Risk,1,0
12234,36,20,4559.63,2,2,4,8,Hibernating,3,0
12235,5,26,5318.4400000000005,5,4,5,14,Champions,0,0
12236,3,32,5183.860000000001,5,5,5,15,Champions,5,0
12237,1,21,2682.87,5,2,1,8,New Customers,3,0
12238,6,38,5604.53,5,5,5,15,Champions,5,0
12239,10,20,2983.83,4,2,2,8,New Customers,3,0
12240,43,26,4062.32,2,4,3,9,At-Risk,1,0
12241,9,24,4349.87,4,3,4,11,Loyal Customers,0,0
12242,28,17,3523.98,3,1,2,6,Potential Loyalists,2,0
12243,12,21,3218.68,4,2,2,8,New Customers,3,0
12244,62,29,4036.83,1,5,3,9,At-Risk,1,0
12245,51,24,4494.82,1,3,4,8,At-Risk,1,0
12246,54,32,8707.77,1,5,5,11,At-Risk,5,0
12247,68,27,3435.82,1,4,2,7,At-Risk,1,0
12248,208,16,2313.46,1,1,1,3,Hibernating,4,1
12249,24,23,4053.2000000000003,3,3,3,9,Loyal Customers,3,0
12250,16,26,3807.16,4,4,3,11,Champions,0,0
12251,23,30,3883.31,3,5,3,11,Loyal Customers,0,0
12252,1,21,2603.81,5,2,1,8,New Customers,3,0
12253,28,24,3463.06,3,3,2,8,Loyal Customers,3,0
12254,11,18,2253.33,4,1,1,6,New Customers,2,0
12255,62,21,2801.04,1,2,1,4,Hibernating,2,0
12256,1,27,5370.27,5,4,5,14,Champions,0,0
12257,63,29,4787.7,1,5,4,10,At-Risk,1,0
12258,14,27,4904.51,4,4,5,13,Champions,0,0
12259,11,21,3391.21,4,2,2,8,New Customers,3,0
12260,14,20,3051.99,4,2,2,8,New Customers,3,0
12261,8,17,3614.26,5,1,3,9,New Customers,3,0
12262,24,21,3158.18,3,2,2,7,Potential Loyalists,3,0
12263,11,26,3899.64,4,4,3,11,Champions,0,0
12264,1,31,4106.15,5,5,4,14,Champions,0,0
12265,4,21,3323.98,5,2,2,9,New Customers,3,0
12266,84,15,2079.42,1,1,1,3,Hibernating,4,0
12267,50,15,2426.93,1,1,1,3,Hibernating,2,0
12268,160,18,3215.56,1,1,2,4,Hibernating,4,1
12269,40,24,5568.97,2,3,5,10,At-Risk,0,0
12270,143,24,5461.18,1,3,5,9,At-Risk,4,1
12271,39,19,2627.81,2,1,1,4,Hibernating,2,0
12272,14,26,3757.26,4,4,3,11,Champions,0,0
12273,14,15,2892.89,4,1,1,6,New Customers,2,0
12274,17,23,4133.65,4,3,4,11,Loyal Customers,3,0
12275,72,18,2687.44,1,1,1,3,Hibernating,2,0
12276,17,22,3612.46,4,2,3,9,New Customers,3,0
12277,12,25,3897.83,4,3,3,10,Loyal Customers,0,0
12278,88,20,2944.58,1,2,2,5,Hibernating,4,0
12279,27,18,2031.76,3,1,1,5,Potential Loyalists,2,0
12280,83,21,2874.75,1,2,1,4,Hibernating,4,0
12281,45,29,3487.34,2,5,2,9,At-Risk,1,0
12282,49,28,3943.59,2,4,3,9,At-Risk,1,0
12283,13,34,3195.83,4,5,2,11,Champions,0,0
12284,23,17,2175.15,3,1,1,5,Potential Loyalists,2,0
12285,124,20,2145.5,1,2,1,4,Hibernating,4,1
12286,126,23,3382.54,1,3,2,6,At-Risk,4,1
12287,8,25,4800.95,5,3,5,13,Loyal Customers,0,0
12288,14,19,3805.47,4,1,3,8,New Customers,3,0
12289,1,29,3907.88,5,5,3,13,Champions,0,0
12290,56,18,3441.98,1,1,2,4,Hibernating,2,0
12291,17,26,3967.6,4,4,3,11,Champions,0,0
12292,90,37,5713.39,1,5,5,11,At-Risk,5,0
12293,45,24,4736.7699999999995,2,3,4,9,At-Risk,1,0
12294,25,25,2754.89,3,3,1,7,Loyal Customers,3,0
12295,2,20,3703.2,5,2,3,10,New Customers,3,0
12296,22,18,2530.9,3,1,1,5,Potential Loyalists,2,0
12297,1,22,2951.66,5,2,2,9,New Customers,3,0
12298,64,23,4712.92,1,3,4,8,At-Risk,1,0
12299,3,27,3925.63,5,4,3,12,Champions,0,0
12300,1,27,3817.92,5,4,3,12,Champions,0,0
12301,62,22,2855.52,1,2,1,4,Hibernating,1,0
12302,18,19,3327.5699999999997,3,1,2,6,Potential Loyalists,3,0
12303,18,26,3798.27,3,4,3,10,Loyal Customers,0,0
12304,34,28,4063.7299999999996,2,4,3,9,At-Risk,0,0
12305,37,21,2393.91,2,2,1,5,Hibernating,2,0
12306,14,23,4250.2699999999995,4,3,4,11,Loyal Customers,0,0
12307,10,16,2301.6,4,1,1,6,New Customers,2,0
12308,1,19,2902.73,5,1,1,7,New Customers,3,0
12309,69,22,2982.48,1,2,2,5,Hibernating,1,0
12310,41,26,2848.75,2,4,1,7,At-Risk,1,0
12311,20,20,3055.91,3,2,2,7,Potential Loyalists,3,0
12312,8,28,3768.15,5,4,3,12,Champions,0,0
12313,12,22,3332.1699999999996,4,2,2,8,New Customers,3,0
12314,29,20,2543.87,3,2,1,6,Potential Loyalists,2,0
12315,32,34,5286.34,2,5,5,12,At-Risk,5,0
12316,15,18,2972.9500000000003,4,1,2,7,New Customers,2,0
12317,15,27,3310.61,4,4,2,10,Champions,3,0
12318,24,27,4749.11,3,4,4,11,Loyal Customers,0,0
12319,43,28,5105.37,2,4,5,11,At-Risk,0,0
12320,17,19,4208.51,4,1,4,9,New Customers,3,0
12321,32,28,4434.9,2,4,4,10,At-Risk,0,0
12322,4,19,3714.3399999999997,5,1,3,9,New Customers,3,0
12323,7,21,3250.77,5,2,2,9,New Customers,3,0
12324,51,24,3128.99,1,3,2,6,At-Risk,1,0
12325,3,22,2786.46,5,2,1,8,New Customers,3,0
12326,13,31,4473.67,4,5,4,13,Champions,0,0
12327,24,18,3723.4,3,1,3,7,Potential Loyalists,3,0
12328,12,32,4504.82,4,5,4,13,Champions,0,0
12329,4,24,3819.1299999999997,5,3,3,11,Loyal Customers,3,0
12330,4,32,5765.349999999999,5,5,5,15,Champions,5,0
12331,6,31,3683.4700000000003,5,5,3,13,Champions,0,0
12332,9,22,2845.57,4,2,1,7,New Customers,3,0
12333,126,17,2243.25,1,1,1,3,Hibernating,4,1
12334,58,26,4954.93,1,4,5,10,At-Risk,1,0
12335,23,18,2982.14,3,1,2,6,Potential Loyalists,2,0
12336,30,25,3467.98,2,3,2,7,At-Risk,3,0
12337,72,19,2768.95,1,1,1,3,Hibernating,2,0
12338,18,27,3393.64,3,4,2,9,Loyal Customers,0,0
12339,2,20,3383.41,5,2,2,9,New Customers,3,0
12340,42,19,2888.29,2,1,1,4,Hibernating,2,0
12341,17,24,4139.26,4,3,4,11,Loyal Customers,0,0
12342,38,25,3598.28,2,3,3,8,At-Risk,1,0
12343,82,18,3158.6,1,1,2,4,Hibernating,4,0
12344,37,25,4685.599999999999,2,3,4,9,At-Risk,0,0
12345,71,29,5463.87,1,5,5,11,At-Risk,1,0
12346,48,26,2853.54,2,4,1,7,At-Risk,1,0
12347,6,30,6796.69,5,5,5,15,Champions,5,0
12348,36,28,4552.32,2,4,4,10,At-Risk,0,0
12349,56,19,4048.2200000000003,1,1,3,5,Hibernating,1,0
12350,32,20,2405.12,2,2,1,5,Hibernating,2,0
12351,11,18,2999.6299999999997,4,1,2,7,New Customers,2,0
12352,37,28,4721.49,2,4,4,10,At-Risk,0,0
12353,84,19,2450.94,1,1,1,3,Hibernating,4,0
12354,27,30,4558.27,3,5,4,12,Loyal Customers,0,0
12355,6,23,4105.72,5,3,4,12,Loyal Customers,3,0
12356,9,19,2537.2200000000003,4,1,1,6,New Customers,2,0
12357,14,22,3995.56,4,2,3,9,New Customers,3,0
12358,7,26,3173.61,5,4,2,11,Champions,3,0
12359,29,18,2948.28,3,1,2,6,Potential Loyalists,2,0
12360,2,23,3986.0,5,3,3,11,Loyal Customers,3,0
12361,16,22,4154.77,4,2,4,10,New Customers,3,0
12362,41,10,2483.37,2,1,1,4,Hibernating,2,0
12363,5,18,3102.4,5,1,2,8,New Customers,3,0
12364,1,22,2924.29,5,2,1,8,New Customers,3,0
12365,21,39,5546.05,3,5,5,13,Loyal Customers,5,0
12366,151,24,4447.5,1,3,4,8,At-Risk,4,1
12367,4,28,3936.87,5,4,3,12,Champions,0,0
12368,22,18,2675.41,3,1,1,5,Potential Loyalists,2,0
12369,7,25,4124.53,5,3,4,12,Loyal Customers,0,0
12370,66,18,2751.94,1,1,1,3,Hibernating,2,0
12371,32,23,3479.56,2,3,2,7,At-Risk,3,0
12372,15,20,3762.61,4,2,3,9,New Customers,3,0
12373,13,11,1457.75,4,1,1,6,New Customers,2,0
12374,8,25,4075.35,5,3,4,12,Loyal Customers,0,0
12375,26,24,4027.31,3,3,3,9,Loyal Customers,0,0
12376,29,29,4353.6,3,5,4,12,Loyal Customers,0,0
12377,2,26,3943.64,5,4,3,12,Champions,0,0
12378,20,22,4590.95,3,2,4,9,Potential Loyalists,0,0
12379,92,33,5217.29,1,5,5,11,At-Risk,1,1
12380,18,19,3904.93,3,1,3,7,Potential Loyalists,3,0
12381,12,28,3599.86,4,4,3,11,Champions,0,0
12382,1,34,5646.7,5,5,5,15,Champions,5,0
12383,10,33,3786.49,4,5,3,12,Champions,0,0
12384,24,27,3793.9500000000003,3,4,3,10,Loyal Customers,0,0
12385,5,27,4913.32,5,4,5,14,Champions,0,0
12386,14,26,5227.43,4,4,5,13,Champions,0,0
12387,31,24,3953.09,2,3,3,8,At-Risk,3,0
12388,1,19,3038.61,5,1,2,8,New Customers,3,0
12389,31,26,5103.94,2,4,5,11,At-Risk,0,0
12390,1,19,1876.4900000000002,5,1,1,7,New Customers,2,0
12391,96,31,6024.21,1,5,5,11,At-Risk,5,1
12392,13,25,3581.18,4,3,3,10,Loyal Customers,3,0
12393,25,24,3552.44,3,3,3,9,Loyal Customers,3,0
12394,101,15,2320.29,1,1,1,3,Hibernating,4,1
12395,3,25,3432.5,5,3,2,10,Loyal Customers,3,0
12396,46,22,3117.7799999999997,2,2,2,6,Hibernating,1,0
12397,29,28,5223.76,3,4,5,12,Loyal Customers,0,0
12398,8,32,6522.43,5,5,5,15,Champions,5,0
12399,8,31,6485.85,5,5,5,15,Champions,5,0
12400,35,35,6314.19,2,5,5,12,At-Risk,5,0
12401,9,22,3194.45,4,2,2,8,New Customers,3,0
12402,12,18,1955.99,4,1,1,6,New Customers,2,0
12403,1,25,3942.42,5,3,3,11,Loyal Customers,0,0
12404,33,24,3830.13,2,3,3,8,At-Risk,3,0
12405,40,21,3587.9600000000005,2,2,3,7,Hibernating,3,0
12406,41,31,4952.25,2,5,5,12,At-Risk,5,0
12407,21,33,6296.65,3,5,5,13,Loyal Customers,5,0
12408,103,20,2077.94,1,2,1,4,Hibernating,4,1
12409,38,17,2685.99,2,1,1,4,Hibernating,2,0
12410,5,22,4143.5,5,2,4,11,New Customers,3,0
12411,5,28,5222.62,5,4,5,14,Champions,0,0
12412,8,19,2271.46,5,1,1,7,New Customers,2,0
12413,3,19,3251.79,5,1,2,8,New Customers,3,0
12414,5,16,3995.31,5,1,3,9,New Customers,3,0
12415,16,27,4574.44,4,4,4,12,Champions,0,0
12416,11,12,1770.5,4,1,1,6,New Customers,2,0
12417,35,28,5700.3,2,4,5,11,At-Risk,5,0
12418,73,25,4074.68,1,3,4,8,At-Risk,1,0
12419,12,34,4304.95,4,5,4,13,Champions,5,0
12420,23,20,2526.03,3,2,1,6,Potential Loyalists,2,0
12421,25,22,1793.8200000000002,3,2,1,6,Potential Loyalists,2,0
12422,14,26,3170.06,4,4,2,10,Champions,3,0
12423,36,14,2091.73,2,1,1,4,Hibernating,2,0
12424,7,19,2968.0,5,1,2,8,New Customers,3,0
12425,1,27,4402.3,5,4,4,13,Champions,0,0
12426,9,27,3735.08,4,4,3,11,Champions,0,0
12427,5,27,3737.8399999999997,5,4,3,12,Champions,0,0
12428,71,34,3986.04,1,5,3,9,At-Risk,1,0
12429,101,21,3275.38,1,2,2,5,Hibernating,4,1
12430,20,26,5079.55,3,4,5,12,Loyal Customers,0,0
12431,28,33,5945.59,3,5,5,13,Loyal Customers,5,0
12432,14,28,2291.35,4,4,1,9,Champions,3,0
12433,34,26,4030.26,2,4,3,9,At-Risk,0,0
12434,4,27,4146.81,5,4,4,13,Champions,0,0
12435,15,23,3401.93,4,3,2,9,Loyal Customers,3,0
12436,30,22,4198.06,2,2,4,8,Hibernating,3,0
12437,141,23,4363.73,1,3,4,8,At-Risk,4,1
12438,25,28,5010.95,3,4,5,12,Loyal Customers,0,0
12439,7,26,3946.27,5,4,3,12,Champions,0,0
12440,63,21,3680.98,1,2,3,6,Hibernating,1,0
12441,1,24,3214.7599999999998,5,3,2,10,Loyal Customers,3,0
12442,1,25,2921.2,5,3,1,9,Loyal Customers,3,0
12443,57,29,4188.35,1,5,4,10,At-Risk,1,0
12444,1,31,4936.72,5,5,5,15,Champions,5,0
12445,41,26,4175.71,2,4,4,10,At-Risk,1,0
12446,77,20,3596.3399999999997,1,2,3,6,Hibernating,1,0
12447,59,25,4775.41,1,3,4,8,At-Risk,1,0
12448,33,25,3633.7799999999997,2,3,3,8,At-Risk,3,0
12449,5,24,5050.33,5,3,5,13,Loyal Customers,0,0
12450,27,28,4101.53,3,4,4,11,Loyal Customers,0,0
12451,9,26,4558.09,4,4,4,12,Champions,0,0
