CustomerID,Country,Segment
12161,Japan,Potential
12162,France,Hibernating
12163,United Kingdom,Champions
12164,Spain,New
12165,United Kingdom,New
12166,Belgium,New
12167,United Kingdom,Potential
12168,Japan,Potential
12169,Germany,New
12170,United Kingdom,New
12171,Belgium,Champions
12172,United Kingdom,Hibernating
12173,United Kingdom,Loyal
12174,United Kingdom,Potential
12175,Belgium,Hibernating
12176,Germany,Hibernating
12177,United Kingdom,Potential
12178,United Kingdom,At-Risk
12179,United Kingdom,Champions
12180,United Kingdom,Potential
12181,France,At-Risk
12182,Australia,New
12183,Germany,Hibernating
12184,United Kingdom,Potential
12185,United Kingdom,Loyal
12186,United Kingdom,Hibernating
12187,United Kingdom,At-Risk
12188,Germany,New
12189,United Kingdom,At-Risk
12190,Germany,Potential
12191,United Kingdom,Loyal
12192,Australia,Potential
12193,United Kingdom,Loyal
12194,United Kingdom,Potential
12195,USA,Champions
12196,United Kingdom,New
12197,Belgium,Hibernating
12198,France,Potential
12199,Spain,Loyal
12200,United Kingdom,Potential
12201,United Kingdom,Champions
12202,Switzerland,New
12203,Japan,New
12204,United Kingdom,At-Risk
12205,United Kingdom,Champions
12206,France,Potential
12207,United Kingdom,New
12208,France,Hibernating
12209,United Kingdom,Hibernating
12210,United Kingdom,Loyal
12211,France,New
12212,United Kingdom,Potential
12213,Japan,Hibernating
12214,United Kingdom,Champions
12215,Belgium,Hibernating
12216,Germany,Loyal
12217,France,Potential
12218,United Kingdom,Loyal
12219,France,Loyal
12220,United Kingdom,At-Risk
12221,Belgium,At-Risk
12222,Spain,New
12223,France,Hibernating
12224,United Kingdom,Potential
12225,United Kingdom,Champions
12226,Germany,Potential
12227,Switzerland,Hibernating
12228,United Kingdom,At-Risk
12229,United Kingdom,Loyal
12230,United Kingdom,New
12231,Germany,At-Risk
12232,United Kingdom,Hibernating
12233,United Kingdom,Champions
12234,Germany,At-Risk
12235,USA,Hibernating
12236,USA,Hibernating
12237,Switzerland,Hibernating
12238,United Kingdom,New
12239,USA,Hibernating
12240,United Kingdom,Loyal
12241,Netherlands,New
12242,Spain,Hibernating
12243,Australia,New
12244,United Kingdom,Champions
12245,United Kingdom,Loyal
12246,Spain,Loyal
12247,Switzerland,New
12248,USA,Hibernating
12249,Germany,Potential
12250,Switzerland,Loyal
12251,United Kingdom,New
12252,Spain,At-Risk
12253,United Kingdom,Loyal
12254,United Kingdom,At-Risk
12255,United Kingdom,Hibernating
12256,United Kingdom,Potential
12257,Spain,Loyal
12258,United Kingdom,Loyal
12259,United Kingdom,Loyal
12260,Australia,Loyal
12261,United Kingdom,Loyal
12262,Switzerland,At-Risk
12263,United Kingdom,Champions
12264,United Kingdom,Champions
12265,Spain,Potential
12266,United Kingdom,Champions
12267,Belgium,Hibernating
12268,USA,New
12269,United Kingdom,At-Risk
12270,United Kingdom,Hibernating
12271,Australia,New
12272,United Kingdom,Hibernating
12273,United Kingdom,Loyal
12274,Netherlands,Loyal
12275,United Kingdom,New
12276,United Kingdom,Hibernating
12277,United Kingdom,At-Risk
12278,United Kingdom,Potential
12279,Belgium,New
12280,USA,Potential
12281,Germany,At-Risk
12282,Spain,Champions
12283,Spain,New
12284,France,At-Risk
12285,United Kingdom,At-Risk
12286,United Kingdom,At-Risk
12287,United Kingdom,New
12288,USA,At-Risk
12289,United Kingdom,New
12290,United Kingdom,New
12291,Spain,At-Risk
12292,United Kingdom,New
12293,United Kingdom,Loyal
12294,Germany,Hibernating
12295,Spain,Champions
12296,Netherlands,Loyal
12297,Germany,New
12298,United Kingdom,Potential
12299,United Kingdom,Champions
12300,United Kingdom,New
12301,United Kingdom,Potential
12302,Germany,Potential
12303,United Kingdom,New
12304,United Kingdom,Hibernating
12305,Australia,Champions
12306,United Kingdom,Potential
12307,United Kingdom,Loyal
12308,Switzerland,New
12309,Switzerland,Champions
12310,United Kingdom,At-Risk
12311,United Kingdom,At-Risk
12312,Germany,At-Risk
12313,United Kingdom,New
12314,United Kingdom,Potential
12315,USA,Loyal
12316,Germany,Potential
12317,France,Loyal
12318,USA,At-Risk
12319,United Kingdom,Potential
12320,Germany,Potential
12321,United Kingdom,Champions
12322,United Kingdom,At-Risk
12323,United Kingdom,Loyal
12324,Australia,Potential
12325,Switzerland,At-Risk
12326,United Kingdom,Hibernating
12327,Germany,Champions
12328,United Kingdom,At-Risk
12329,United Kingdom,At-Risk
12330,France,Potential
12331,United Kingdom,Potential
12332,United Kingdom,New
12333,Belgium,At-Risk
12334,Netherlands,Hibernating
12335,USA,New
12336,United Kingdom,Champions
12337,United Kingdom,Loyal
12338,Spain,Potential
12339,Spain,Champions
12340,United Kingdom,New
12341,United Kingdom,Champions
12342,Japan,New
12343,Germany,Champions
12344,Belgium,Hibernating
12345,Belgium,Champions
12346,United Kingdom,Hibernating
12347,United Kingdom,Potential
12348,Japan,New
12349,United Kingdom,Loyal
12350,Netherlands,New
12351,France,Loyal
12352,Germany,Loyal
12353,United Kingdom,Potential
12354,United Kingdom,At-Risk
12355,Australia,New
12356,USA,Hibernating
12357,Japan,Hibernating
12358,United Kingdom,Potential
12359,Germany,Hibernating
12360,France,Potential
12361,Netherlands,Hibernating
12362,United Kingdom,Potential
12363,France,At-Risk
12364,Japan,New
12365,Germany,Champions
12366,United Kingdom,At-Risk
12367,United Kingdom,Loyal
12368,United Kingdom,Champions
12369,Germany,Loyal
12370,United Kingdom,New
12371,Germany,Potential
12372,Japan,New
12373,United Kingdom,New
12374,Belgium,Hibernating
12375,United Kingdom,Champions
12376,Germany,Loyal
12377,United Kingdom,Hibernating
12378,United Kingdom,Loyal
12379,United Kingdom,Potential
12380,France,New
12381,United Kingdom,Champions
12382,United Kingdom,Loyal
12383,Germany,Hibernating
12384,Switzerland,Potential
12385,United Kingdom,Potential
12386,Netherlands,At-Risk
12387,United Kingdom,Champions
12388,United Kingdom,At-Risk
12389,United Kingdom,New
12390,France,At-Risk
12391,Spain,New
12392,United Kingdom,Champions
12393,United Kingdom,Hibernating
12394,United Kingdom,Champions
12395,United Kingdom,Loyal
12396,Netherlands,Potential
12397,United Kingdom,Champions
12398,United Kingdom,New
12399,United Kingdom,New
12400,United Kingdom,New
12401,USA,New
12402,Spain,Champions
12403,United Kingdom,Loyal
12404,United Kingdom,New
12405,United Kingdom,New
12406,United Kingdom,At-Risk
12407,Switzerland,Champions
12408,United Kingdom,Potential
12409,United Kingdom,New
12410,United Kingdom,Champions
12411,United Kingdom,Potential
12412,Belgium,Hibernating
12413,Spain,Loyal
12414,United Kingdom,Potential
12415,USA,At-Risk
12416,United Kingdom,Potential
12417,United Kingdom,Hibernating
12418,Germany,At-Risk
12419,United Kingdom,At-Risk
12420,United Kingdom,Champions
12421,Australia,Loyal
12422,USA,Loyal
12423,France,At-Risk
12424,United Kingdom,At-Risk
12425,France,New
12426,Belgium,Champions
12427,USA,Hibernating
12428,Belgium,New
12429,Spain,Loyal
12430,United Kingdom,Champions
12431,United Kingdom,New
12432,United Kingdom,Hibernating
12433,United Kingdom,Potential
12434,United Kingdom,At-Risk
12435,France,Potential
12436,Germany,Champions
12437,United Kingdom,Loyal
12438,United Kingdom,Hibernating
12439,Belgium,At-Risk
12440,Switzerland,New
12441,Netherlands,Champions
12442,Spain,At-Risk
12443,Netherlands,At-Risk
12444,Japan,New
12445,Spain,Hibernating
12446,United Kingdom,Potential
12447,United Kingdom,Hibernating
12448,United Kingdom,At-Risk
12449,United Kingdom,New
12450,United Kingdom,Hibernating
12451,Japan,Hibernating
12452,United Kingdom,Hibernating
12453,United Kingdom,At-Risk
12454,Switzerland,Hibernating
12455,United Kingdom,Champions
12456,Belgium,Hibernating
12457,United Kingdom,Loyal
12458,Japan,Hibernating
12459,Australia,Hibernating
12460,United Kingdom,Potential
12461,United Kingdom,Hibernating
12462,Switzerland,Loyal
12463,Germany,New
12464,Belgium,Loyal
12465,France,At-Risk
12466,United Kingdom,At-Risk
12467,United Kingdom,Hibernating
12468,France,Champions
12469,Switzerland,Loyal
12470,United Kingdom,Champions
12471,United Kingdom,New
12472,United Kingdom,Champions
12473,Germany,New
12474,France,Hibernating
12475,France,Hibernating
12476,United Kingdom,At-Risk
12477,United Kingdom,Potential
12478,United Kingdom,Loyal
12479,France,Champions
12480,United Kingdom,Potential
12481,United Kingdom,Hibernating
12482,Netherlands,New
12483,Switzerland,Potential
12484,United Kingdom,Hibernating
12485,United Kingdom,Champions
12486,Netherlands,At-Risk
12487,United Kingdom,Loyal
12488,USA,Champions
12489,United Kingdom,Loyal
12490,Germany,Loyal
12491,United Kingdom,Potential
12492,United Kingdom,Potential
12493,USA,Hibernating
12494,Netherlands,New
12495,Netherlands,Potential
12496,Germany,Potential
12497,United Kingdom,Potential
12498,United Kingdom,Champions
12499,United Kingdom,Loyal
12500,Germany,Hibernating
12501,United Kingdom,Loyal
12502,Germany,Hibernating
12503,United Kingdom,At-Risk
12504,Japan,Hibernating
12505,USA,At-Risk
12506,Australia,New
12507,Belgium,New
12508,Switzerland,At-Risk
12509,France,Hibernating
12510,Germany,New
12511,Belgium,Potential
12512,United Kingdom,New
12513,United Kingdom,New
12514,United Kingdom,Champions
12515,USA,Hibernating
12516,United Kingdom,Loyal
12517,USA,At-Risk
12518,United Kingdom,Loyal
12519,United Kingdom,At-Risk
12520,United Kingdom,Potential
12521,Switzerland,Hibernating
12522,Germany,Hibernating
12523,Japan,Loyal
12524,United Kingdom,New
12525,United Kingdom,Loyal
12526,United Kingdom,Hibernating
12527,United Kingdom,At-Risk
12528,Switzerland,Champions
12529,Germany,Hibernating
12530,Japan,Potential
12531,United Kingdom,At-Risk
12532,Belgium,Loyal
12533,United Kingdom,Potential
12534,Spain,Champions
12535,France,At-Risk
12536,United Kingdom,Hibernating
12537,United Kingdom,Champions
12538,Japan,At-Risk
12539,United Kingdom,New
12540,United Kingdom,Champions
12541,Australia,Loyal
12542,Netherlands,Hibernating
12543,Japan,Potential
12544,Belgium,New
12545,United Kingdom,Hibernating
12546,United Kingdom,Hibernating
12547,Germany,At-Risk
12548,Germany,Loyal
12549,United Kingdom,Potential
12550,Netherlands,New
12551,USA,Hibernating
12552,Germany,Champions
12553,United Kingdom,At-Risk
12554,Belgium,Loyal
12555,United Kingdom,Champions
12556,United Kingdom,Potential
12557,United Kingdom,New
12558,United Kingdom,New
12559,Germany,Potential
12560,United Kingdom,Loyal
12561,United Kingdom,Loyal
12562,United Kingdom,Potential
12563,Germany,Hibernating
12564,France,Potential
12565,Germany,Loyal
12566,United Kingdom,New
12567,United Kingdom,Hibernating
12568,United Kingdom,Potential
12569,United Kingdom,At-Risk
12570,United Kingdom,At-Risk
12571,United Kingdom,Potential
12572,United Kingdom,At-Risk
12573,United Kingdom,At-Risk
12574,France,New
12575,France,New
12576,United Kingdom,Loyal
12577,United Kingdom,At-Risk
12578,United Kingdom,Potential
12579,Australia,Champions
12580,Netherlands,Loyal
12581,USA,Loyal
12582,Australia,At-Risk
12583,United Kingdom,Potential
12584,Switzerland,At-Risk
12585,United Kingdom,Champions
12586,United Kingdom,Potential
12587,Germany,Loyal
12588,Germany,At-Risk
12589,Germany,Hibernating
12590,Netherlands,Loyal
12591,Spain,Potential
12592,United Kingdom,Hibernating
12593,Japan,Hibernating
12594,United Kingdom,Loyal
12595,United Kingdom,Loyal
12596,Belgium,Hibernating
12597,United Kingdom,New
12598,France,Champions
12599,United Kingdom,Potential
12600,United Kingdom,Potential
12601,United Kingdom,Champions
12602,United Kingdom,Potential
12603,United Kingdom,New
12604,Germany,Potential
12605,United Kingdom,At-Risk
12606,United Kingdom,Hibernating
12607,Germany,Loyal
12608,United Kingdom,New
12609,Germany,Potential
12610,United Kingdom,Loyal
12611,Japan,At-Risk
12612,United Kingdom,New
12613,Netherlands,Champions
12614,United Kingdom,At-Risk
12615,United Kingdom,At-Risk
12616,United Kingdom,Hibernating
12617,United Kingdom,Champions
12618,France,New
12619,Japan,Champions
12620,USA,At-Risk
12621,United Kingdom,At-Risk
12622,Japan,Potential
12623,United Kingdom,Potential
12624,United Kingdom,Potential
12625,France,Potential
12626,Spain,New
12627,United Kingdom,Loyal
12628,United Kingdom,At-Risk
12629,Japan,At-Risk
12630,United Kingdom,Loyal
12631,United Kingdom,Loyal
12632,France,Potential
12633,Switzerland,Loyal
12634,United Kingdom,Potential
12635,Japan,Loyal
12636,United Kingdom,Loyal
12637,France,Hibernating
12638,Japan,At-Risk
12639,United Kingdom,Hibernating
12640,USA,Champions
12641,United Kingdom,Loyal
12642,Netherlands,At-Risk
12643,Japan,New
12644,USA,At-Risk
12645,United Kingdom,Potential
12646,Japan,At-Risk
12647,United Kingdom,Loyal
12648,United Kingdom,Loyal
12649,United Kingdom,Hibernating
12650,France,Hibernating
12651,Germany,Loyal
12652,France,Loyal
12653,Spain,At-Risk
12654,United Kingdom,New
12655,United Kingdom,Hibernating
12656,United Kingdom,Potential
12657,United Kingdom,New
12658,United Kingdom,Loyal
12659,United Kingdom,Loyal
12660,United Kingdom,Champions
12661,Japan,New
12662,United Kingdom,Potential
12663,USA,Loyal
12664,United Kingdom,New
12665,Australia,New
12666,Spain,New
12667,Japan,New
12668,United Kingdom,Champions
12669,France,New
12670,Netherlands,New
12671,France,Potential
12672,Germany,Hibernating
12673,Germany,Potential
12674,Belgium,Hibernating
12675,United Kingdom,New
12676,Switzerland,Champions
12677,Australia,Loyal
12678,Germany,New
12679,USA,Champions
12680,Germany,Hibernating
12681,Belgium,Champions
12682,United Kingdom,New
12683,United Kingdom,At-Risk
12684,Belgium,At-Risk
12685,United Kingdom,New
12686,United Kingdom,Champions
12687,Spain,Loyal
12688,United Kingdom,Potential
12689,United Kingdom,Potential
12690,Germany,Loyal
12691,Belgium,Potential
12692,Germany,New
12693,United Kingdom,New
12694,United Kingdom,New
12695,France,Potential
12696,Japan,New
12697,United Kingdom,At-Risk
12698,Spain,Potential
12699,Belgium,Potential
12700,Netherlands,Champions
12701,United Kingdom,New
12702,France,Champions
12703,Germany,New
12704,Netherlands,Hibernating
12705,France,Loyal
12706,United Kingdom,New
12707,United Kingdom,Loyal
12708,Japan,Hibernating
12709,Australia,Loyal
12710,United Kingdom,Loyal
12711,United Kingdom,Potential
12712,United Kingdom,At-Risk
12713,United Kingdom,New
12714,United Kingdom,Loyal
12715,United Kingdom,Loyal
12716,USA,Champions
12717,France,At-Risk
12718,United Kingdom,New
12719,Australia,Hibernating
12720,Switzerland,Hibernating
12721,Japan,Loyal
12722,United Kingdom,Potential
12723,United Kingdom,New
12724,United Kingdom,Hibernating
12725,France,Loyal
12726,Japan,At-Risk
12727,France,Hibernating
12728,Switzerland,Loyal
12729,United Kingdom,Loyal
12730,United Kingdom,At-Risk
12731,United Kingdom,Champions
12732,Spain,Hibernating
12733,United Kingdom,Champions
12734,United Kingdom,New
12735,USA,Loyal
12736,Spain,Hibernating
12737,Spain,Potential
12738,France,Hibernating
12739,United Kingdom,New
12740,Netherlands,At-Risk
12741,Japan,Champions
12742,Belgium,At-Risk
12743,United Kingdom,New
12744,Switzerland,New
12745,Australia,Champions
12746,United Kingdom,Loyal
12747,United Kingdom,At-Risk
12748,United Kingdom,New
12749,Germany,Potential
12750,United Kingdom,Champions
12751,United Kingdom,Potential
12752,USA,Hibernating
12753,USA,New
12754,Netherlands,Hibernating
12755,Japan,Potential
12756,United Kingdom,Hibernating
12757,Australia,At-Risk
12758,Germany,Hibernating
12759,United Kingdom,Loyal
12760,France,New
12761,Germany,Potential
12762,United Kingdom,Loyal
12763,Japan,Loyal
12764,Spain,Loyal
12765,United Kingdom,Champions
12766,United Kingdom,Champions
12767,Netherlands,Loyal
12768,Belgium,New
12769,United Kingdom,At-Risk
12770,United Kingdom,Potential
12771,United Kingdom,Potential
12772,United Kingdom,At-Risk
12773,United Kingdom,Champions
12774,United Kingdom,Hibernating
12775,Germany,Champions
12776,United Kingdom,At-Risk
12777,United Kingdom,Potential
12778,Germany,Champions
12779,Switzerland,Loyal
12780,United Kingdom,At-Risk
12781,Japan,New
12782,Japan,Champions
12783,France,New
12784,United Kingdom,New
12785,Japan,Hibernating
12786,Japan,New
12787,Belgium,New
12788,Japan,Champions
12789,Switzerland,At-Risk
12790,Germany,Potential
12791,United Kingdom,Hibernating
12792,United Kingdom,Hibernating
12793,Spain,At-Risk
12794,United Kingdom,Loyal
12795,United Kingdom,Champions
12796,United Kingdom,New
12797,France,Loyal
12798,Germany,New
12799,United Kingdom,Champions
12800,Australia,At-Risk
12801,Spain,At-Risk
12802,Spain,At-Risk
12803,United Kingdom,New
12804,Australia,At-Risk
12805,United Kingdom,At-Risk
12806,United Kingdom,At-Risk
12807,United Kingdom,At-Risk
12808,Belgium,Loyal
12809,Japan,New
12810,Germany,New
12811,Japan,Loyal
12812,United Kingdom,New
12813,Netherlands,Hibernating
12814,United Kingdom,At-Risk
12815,United Kingdom,Champions
12816,Switzerland,Hibernating
12817,Spain,Loyal
12818,United Kingdom,Champions
12819,United Kingdom,Potential
12820,Australia,Champions
12821,United Kingdom,Champions
12822,Spain,Hibernating
12823,Australia,At-Risk
12824,United Kingdom,Champions
12825,United Kingdom,Potential
12826,Netherlands,Champions
12827,Germany,At-Risk
12828,France,Loyal
12829,United Kingdom,Loyal
12830,United Kingdom,Hibernating
12831,United Kingdom,New
12832,Spain,At-Risk
12833,United Kingdom,At-Risk
12834,United Kingdom,Hibernating
12835,Germany,Champions
12836,United Kingdom,At-Risk
12837,Germany,At-Risk
12838,United Kingdom,Potential
12839,Switzerland,Hibernating
12840,United Kingdom,Champions
12841,United Kingdom,At-Risk
12842,Germany,Champions
12843,United Kingdom,New
12844,Japan,Champions
12845,United Kingdom,Champions
12846,United Kingdom,New
12847,United Kingdom,Hibernating
12848,Japan,Potential
12849,Switzerland,Potential
12850,United Kingdom,At-Risk
12851,United Kingdom,Loyal
12852,Netherlands,Potential
12853,Switzerland,Champions
12854,USA,New
12855,Germany,Champions
12856,Switzerland,Potential
12857,United Kingdom,New
12858,United Kingdom,Potential
12859,Netherlands,New
12860,United Kingdom,Loyal
12861,United Kingdom,Hibernating
12862,United Kingdom,At-Risk
12863,United Kingdom,Potential
12864,Japan,At-Risk
12865,Belgium,At-Risk
12866,United Kingdom,Champions
12867,United Kingdom,Champions
12868,United Kingdom,New
12869,Australia,At-Risk
12870,Belgium,Hibernating
12871,Germany,Hibernating
12872,United Kingdom,Potential
12873,Belgium,At-Risk
12874,Germany,Champions
12875,Belgium,Hibernating
12876,United Kingdom,Hibernating
12877,United Kingdom,Hibernating
12878,United Kingdom,Loyal
12879,USA,New
12880,United Kingdom,Loyal
12881,Switzerland,Hibernating
12882,United Kingdom,New
12883,Germany,At-Risk
12884,Germany,Loyal
12885,United Kingdom,Potential
12886,United Kingdom,Potential
12887,Germany,New
12888,United Kingdom,Hibernating
12889,United Kingdom,Hibernating
12890,United Kingdom,New
12891,United Kingdom,New
12892,United Kingdom,Champions
12893,Spain,Hibernating
12894,Belgium,New
12895,United Kingdom,Potential
12896,Spain,Champions
12897,United Kingdom,Loyal
12898,Japan,Potential
12899,Switzerland,Loyal
12900,Spain,New
12901,Germany,New
12902,France,New
12903,United Kingdom,Potential
12904,Australia,At-Risk
12905,Germany,Potential
12906,United Kingdom,New
12907,Netherlands,At-Risk
12908,USA,Hibernating
12909,United Kingdom,Hibernating
12910,United Kingdom,Loyal
12911,Australia,Champions
12912,United Kingdom,Hibernating
12913,USA,Champions
12914,Spain,At-Risk
12915,United Kingdom,At-Risk
12916,Australia,Loyal
12917,United Kingdom,Hibernating
12918,United Kingdom,At-Risk
12919,Netherlands,New
12920,United Kingdom,Hibernating
12921,United Kingdom,Loyal
12922,United Kingdom,Loyal
12923,Germany,At-Risk
12924,Switzerland,Loyal
12925,United Kingdom,Potential
12926,United Kingdom,Champions
12927,United Kingdom,Champions
12928,United Kingdom,New
12929,France,Loyal
12930,United Kingdom,Potential
12931,Switzerland,New
12932,Japan,Potential
12933,France,New
12934,France,New
12935,Germany,Hibernating
12936,Switzerland,New
12937,United Kingdom,Loyal
12938,United Kingdom,Champions
12939,Germany,Potential
12940,United Kingdom,Hibernating
12941,United Kingdom,Hibernating
12942,Germany,Champions
12943,USA,Hibernating
12944,United Kingdom,At-Risk
12945,United Kingdom,New
12946,USA,Champions
12947,United Kingdom,Potential
12948,Germany,At-Risk
12949,United Kingdom,Champions
12950,Germany,Hibernating
12951,United Kingdom,New
12952,France,Potential
12953,USA,Champions
12954,Spain,Hibernating
12955,Belgium,At-Risk
12956,France,At-Risk
12957,Germany,Champions
12958,United Kingdom,Hibernating
12959,Japan,Hibernating
12960,Netherlands,New
12961,United Kingdom,At-Risk
12962,United Kingdom,Champions
12963,Spain,Hibernating
12964,Netherlands,Potential
12965,Belgium,At-Risk
12966,United Kingdom,New
12967,Germany,Hibernating
12968,United Kingdom,At-Risk
12969,Switzerland,Hibernating
12970,United Kingdom,New
12971,United Kingdom,Hibernating
12972,United Kingdom,At-Risk
12973,United Kingdom,Hibernating
12974,United Kingdom,At-Risk
12975,United Kingdom,Champions
12976,France,Hibernating
12977,Netherlands,Potential
12978,United Kingdom,Loyal
12979,United Kingdom,Potential
12980,United Kingdom,Loyal
12981,Belgium,Champions
12982,United Kingdom,Champions
12983,USA,Hibernating
12984,Japan,Loyal
12985,Switzerland,New
12986,Belgium,Loyal
12987,Spain,Potential
12988,France,Loyal
12989,Germany,At-Risk
12990,United Kingdom,At-Risk
12991,Netherlands,Champions
12992,United Kingdom,New
12993,United Kingdom,At-Risk
12994,United Kingdom,Hibernating
12995,United Kingdom,Potential
12996,Spain,New
12997,United Kingdom,Hibernating
12998,Australia,Champions
12999,United Kingdom,New
13000,United Kingdom,At-Risk
13001,USA,Potential
13002,USA,Champions
13003,Japan,Potential
13004,United Kingdom,New
13005,France,Potential
13006,Australia,At-Risk
13007,United Kingdom,Champions
13008,United Kingdom,Hibernating
13009,United Kingdom,Potential
13010,Netherlands,Potential
13011,Spain,Loyal
13012,Germany,Potential
13013,Spain,Loyal
13014,United Kingdom,Champions
13015,Spain,Champions
13016,United Kingdom,Champions
13017,Germany,Potential
13018,United Kingdom,Loyal
13019,Netherlands,At-Risk
13020,United Kingdom,Champions
13021,France,Champions
13022,Japan,Potential
13023,Japan,Loyal
13024,USA,Potential
13025,United Kingdom,Champions
13026,United Kingdom,Hibernating
13027,United Kingdom,Potential
13028,Belgium,Potential
13029,Germany,Loyal
13030,Japan,Potential
13031,United Kingdom,At-Risk
13032,United Kingdom,Champions
13033,France,At-Risk
13034,Belgium,Potential
13035,Japan,At-Risk
13036,United Kingdom,Champions
13037,United Kingdom,Champions
13038,United Kingdom,At-Risk
13039,USA,At-Risk
13040,USA,At-Risk
13041,United Kingdom,Champions
13042,United Kingdom,Loyal
13043,France,Loyal
13044,France,Champions
13045,United Kingdom,New
13046,United Kingdom,Potential
13047,United Kingdom,New
13048,Netherlands,Champions
13049,United Kingdom,Champions
13050,Germany,At-Risk
13051,Belgium,Champions
13052,Japan,Loyal
13053,France,Champions
13054,Japan,Potential
13055,United Kingdom,Loyal
13056,Spain,New
13057,Germany,Hibernating
13058,Spain,New
13059,United Kingdom,New
13060,Australia,Champions
13061,Germany,Champions
13062,United Kingdom,Potential
13063,Switzerland,New
13064,United Kingdom,Hibernating
13065,Japan,At-Risk
13066,United Kingdom,At-Risk
13067,United Kingdom,Potential
13068,USA,Potential
13069,United Kingdom,Hibernating
13070,Australia,At-Risk
13071,United Kingdom,New
13072,Belgium,At-Risk
13073,France,Loyal
13074,Germany,New
13075,Spain,At-Risk
13076,Spain,Champions
13077,France,At-Risk
13078,United Kingdom,Potential
13079,United Kingdom,Loyal
13080,United Kingdom,Loyal
13081,United Kingdom,Hibernating
13082,United Kingdom,New
13083,United Kingdom,Hibernating
13084,France,New
13085,Germany,New
13086,USA,Champions
13087,United Kingdom,Champions
13088,United Kingdom,Potential
13089,United Kingdom,Champions
13090,United Kingdom,Potential
13091,Spain,New
13092,USA,Hibernating
13093,United Kingdom,Hibernating
13094,United Kingdom,Champions
13095,United Kingdom,Loyal
13096,United Kingdom,Champions
13097,United Kingdom,Hibernating
13098,United Kingdom,Potential
13099,France,Champions
13100,United Kingdom,Champions
13101,Japan,Champions
13102,United Kingdom,Loyal
13103,Switzerland,Champions
13104,Switzerland,Champions
13105,United Kingdom,Hibernating
13106,Belgium,Loyal
13107,United Kingdom,Loyal
13108,United Kingdom,Potential
13109,Spain,At-Risk
13110,United Kingdom,Potential
13111,Germany,Loyal
13112,United Kingdom,Loyal
13113,Belgium,Hibernating
13114,United Kingdom,Champions
13115,United Kingdom,Loyal
13116,Netherlands,Loyal
13117,Spain,Hibernating
13118,United Kingdom,Loyal
13119,Japan,Champions
13120,United Kingdom,Potential
13121,France,Loyal
13122,United Kingdom,New
13123,United Kingdom,Champions
13124,United Kingdom,Champions
13125,Spain,Hibernating
13126,Japan,New
13127,Spain,New
13128,Spain,Loyal
13129,United Kingdom,At-Risk
13130,Germany,New
13131,United Kingdom,Loyal
13132,France,Champions
13133,France,Potential
13134,United Kingdom,Champions
13135,France,At-Risk
13136,United Kingdom,Champions
13137,Germany,Loyal
13138,United Kingdom,Hibernating
13139,USA,Hibernating
13140,United Kingdom,Hibernating
13141,Germany,New
13142,Belgium,Potential
13143,United Kingdom,Champions
13144,United Kingdom,Loyal
13145,Spain,New
13146,United Kingdom,Loyal
13147,Spain,Champions
13148,United Kingdom,At-Risk
13149,United Kingdom,New
13150,United Kingdom,Hibernating
13151,Switzerland,New
13152,United Kingdom,Potential
13153,United Kingdom,Hibernating
13154,United Kingdom,Champions
13155,United Kingdom,Champions
13156,United Kingdom,Loyal
13157,Netherlands,Hibernating
13158,Germany,New
13159,United Kingdom,Potential
13160,Japan,Loyal
13161,Belgium,At-Risk
13162,United Kingdom,Loyal
13163,Netherlands,Loyal
13164,United Kingdom,Loyal
13165,United Kingdom,Hibernating
13166,United Kingdom,New
13167,United Kingdom,Hibernating
13168,United Kingdom,New
13169,United Kingdom,New
13170,Netherlands,Potential
13171,United Kingdom,At-Risk
13172,United Kingdom,Loyal
13173,United Kingdom,Hibernating
13174,United Kingdom,Loyal
13175,United Kingdom,New
13176,United Kingdom,Loyal
13177,Belgium,Loyal
13178,Japan,Hibernating
13179,United Kingdom,Potential
13180,USA,Loyal
13181,Germany,Hibernating
13182,Australia,Champions
13183,United Kingdom,Hibernating
13184,United Kingdom,Loyal
13185,France,New
13186,United Kingdom,Potential
13187,United Kingdom,Loyal
13188,United Kingdom,New
13189,Germany,Hibernating
13190,USA,Hibernating
13191,Japan,New
13192,USA,Champions
13193,USA,Potential
13194,Belgium,Champions
13195,United Kingdom,New
13196,United Kingdom,Potential
13197,Switzerland,New
13198,United Kingdom,Champions
13199,Germany,Champions
13200,Spain,New
13201,USA,Loyal
13202,United Kingdom,Loyal
13203,France,Champions
13204,United Kingdom,Potential
13205,United Kingdom,Potential
13206,United Kingdom,Hibernating
13207,Netherlands,Champions
13208,USA,New
13209,Belgium,Potential
13210,United Kingdom,At-Risk
13211,France,Potential
13212,France,Potential
13213,United Kingdom,Potential
13214,United Kingdom,Champions
13215,United Kingdom,At-Risk
13216,Spain,Hibernating
13217,Germany,Loyal
13218,Belgium,Champions
13219,France,At-Risk
13220,Netherlands,Champions
13221,Germany,Potential
13222,United Kingdom,Champions
13223,United Kingdom,At-Risk
13224,United Kingdom,Champions
13225,United Kingdom,Loyal
13226,France,Potential
13227,United Kingdom,Potential
13228,Belgium,Loyal
13229,USA,Loyal
13230,Germany,Potential
13231,United Kingdom,Hibernating
13232,Australia,Potential
13233,United Kingdom,Potential
13234,Belgium,At-Risk
13235,United Kingdom,At-Risk
13236,Germany,New
13237,United Kingdom,Champions
13238,United Kingdom,New
13239,United Kingdom,Hibernating
